Date,Open,High,Low,Close,Adj Close,Volume
2/7/2019,133.550003,134.470001,132.119995,133.190002,130.093613,4379400
2/8/2019,132.339996,133.710007,132.190002,133.710007,130.601532,3249800
2/11/2019,134.289993,135.149994,133.910004,133.990005,130.875031,3095100
2/12/2019,135.149994,136.199997,134.860001,136.050003,132.887131,3317200
2/13/2019,136.919998,137.919998,136.410004,137.520004,134.322952,4253000
2/14/2019,137.169998,137.600006,136.210007,136.479996,133.307129,2789400
2/15/2019,137.580002,138.190002,137.389999,138.029999,134.821106,3844100
2/19/2019,137.809998,138.699997,137.360001,138.699997,135.47551,3385700
2/20/2019,138.759995,139.240005,137.220001,138,134.791794,3802000
2/21/2019,137.820007,138.350006,137.350006,137.839996,134.635513,2937300
2/22/2019,138.729996,139.380005,138.429993,139.25,136.012741,3113700
2/25/2019,140,140.470001,139.320007,139.460007,136.21785,3194200
2/26/2019,139.669998,140.490005,139.470001,139.720001,136.471802,3060400
2/27/2019,139.25,139.570007,138.399994,139.169998,135.934601,2530900
2/28/2019,138.770004,139.059998,137.720001,138.130005,134.918777,3457800
3/1/2019,139.309998,140.039993,138.639999,139.199997,135.963882,3030000
3/4/2019,139.990005,140.080002,137.169998,138.429993,135.211792,3406900
3/5/2019,138.369995,138.740005,137.559998,137.880005,134.674591,4250300
3/6/2019,138.119995,138.389999,136.720001,136.979996,133.795502,2768300
3/7/2019,136.610001,136.889999,134.630005,135.360001,132.213181,4358800
3/8/2019,134.210007,135.240005,133.580002,135.089996,131.949432,3773600
3/11/2019,136.029999,137.729996,135.839996,137.710007,134.508545,3939300
3/12/2019,138.520004,139.699997,137.860001,138.279999,135.065277,3954700
3/13/2019,138.050003,139.320007,137.850006,138.559998,135.338776,3173200
3/14/2019,138.509995,138.940002,138.059998,138.789993,135.563431,2738600
3/15/2019,139.369995,140.330002,139.229996,139.429993,136.188538,7153700
3/18/2019,139.830002,140.369995,138.720001,140.210007,136.950424,3268500
3/19/2019,140.960007,141.699997,140,140.490005,137.223907,3482300
3/20/2019,140.529999,140.699997,138.979996,139.600006,136.354614,3649500
3/21/2019,139.100006,142.119995,138.880005,141.440002,138.151825,3605400
3/22/2019,140.970001,141.440002,138.899994,139.449997,136.208084,3877200
3/25/2019,139.059998,139.910004,138.350006,139.179993,135.944351,2839800
3/26/2019,139.929993,141.020004,139.419998,140.220001,136.96019,2553700
3/27/2019,140.410004,140.490005,138.399994,139.240005,136.002975,3098200
3/28/2019,139.910004,140.440002,139.100006,139.919998,136.66716,2663900
3/29/2019,140.5,141.220001,140.149994,141.100006,137.819733,3101400
4/1/2019,141.509995,143.410004,141.509995,143.300003,139.968582,3984300
4/2/2019,143.350006,143.949997,142.600006,143,139.675552,2404800
4/3/2019,143.649994,144.220001,143.009995,143.630005,140.290909,2681200
4/4/2019,143.619995,144.139999,142.539993,142.779999,139.460663,2771100
4/5/2019,143.289993,143.5,142.460007,143.279999,139.949051,2731800
4/8/2019,143.020004,143.419998,142.869995,143.389999,140.056488,2118200
4/9/2019,142.660004,142.949997,141.839996,142.110001,138.806259,3038500
4/10/2019,142.199997,143.5,141.979996,143.020004,139.695099,2678000
4/11/2019,143.800003,144.110001,143.029999,143.779999,140.437424,2942000
4/12/2019,144.259995,144.440002,143.699997,144.350006,140.994171,2898900
4/15/2019,144.399994,144.460007,143.270004,143.899994,140.554626,3603200
4/16/2019,144.399994,145.389999,144.020004,145.139999,141.765808,6301700
4/17/2019,137.369995,141.979996,136.259995,139.110001,135.875992,12525700
4/18/2019,139,140.490005,138.699997,140.330002,137.067627,4960000
4/22/2019,139.419998,140.559998,138.479996,138.889999,135.661102,4494000
4/23/2019,139.149994,140.919998,138.940002,140.440002,137.175064,4462200
4/24/2019,140.600006,141.309998,139.779999,139.949997,136.696457,2774900
4/25/2019,139.699997,139.75,137.710007,138.630005,135.40715,2910100
4/26/2019,139.339996,139.889999,138.809998,139.440002,136.198318,2319800
4/29/2019,139.149994,139.630005,138.809998,139.050003,135.817383,2958300
4/30/2019,139.110001,140.440002,138.679993,140.270004,137.009018,4638800
5/1/2019,140.550003,141.809998,140.169998,140.559998,137.292282,3053700
5/2/2019,140.5,141.279999,139.410004,139.589996,136.344818,3541400
5/3/2019,139.699997,141,139.630005,140.25,136.989487,2579900
5/6/2019,138.300003,140.690002,137.899994,140.380005,137.11647,2793300
5/7/2019,139.149994,139.509995,136.190002,137.639999,134.44017,4726800
5/8/2019,137.770004,138.699997,137.130005,138,134.791794,3818900
5/9/2019,134.889999,135.580002,133.029999,135.339996,133.763901,4192700
5/10/2019,134.880005,135.75,132.419998,135.320007,133.744141,3977600
5/13/2019,133.279999,133.570007,130.960007,131.419998,129.889557,4958000
5/14/2019,131.820007,134.320007,131.679993,133.309998,131.757538,3280400
5/15/2019,132.589996,134.589996,132.369995,134.399994,132.834854,2551000
5/16/2019,134.740005,136.110001,134.639999,135.880005,134.297623,3017300
5/17/2019,134.679993,135.410004,133.940002,134.320007,132.755798,2619100
5/20/2019,133.529999,135.429993,132.929993,135.119995,133.546463,3264500
5/21/2019,136.119995,137.059998,135.789993,136.449997,134.860977,2503500
5/22/2019,136,136.75,135.710007,136.350006,134.762146,1849800
5/23/2019,135.130005,135.130005,130.440002,132.389999,130.848267,5343400
5/24/2019,133.529999,134.25,131.589996,132.279999,130.739548,2596100
5/28/2019,132.130005,132.639999,130.270004,130.460007,128.94075,4908800
5/29/2019,130,130.279999,128.320007,129.690002,128.179703,3679000
5/30/2019,129.740005,129.970001,128.929993,129.570007,128.061111,2741900
5/31/2019,128.440002,128.440002,126.849998,126.989998,125.511147,3539300
6/3/2019,127.099998,128.559998,127.059998,128.270004,126.776245,4266900
6/4/2019,129.559998,132.740005,129.089996,132.690002,131.144775,3913500
6/5/2019,133.380005,133.610001,130.470001,131.490005,129.95874,3161300
6/6/2019,132.190002,132.649994,130.899994,132.220001,130.680237,2298200
6/7/2019,132.470001,134.720001,132.210007,133.309998,131.757538,2553400
6/10/2019,134.380005,135.350006,133.910004,134.740005,133.170898,2911300
6/11/2019,135.320007,136.460007,135.050003,135.949997,134.366806,3407300
6/12/2019,135.559998,135.940002,134.410004,134.869995,133.299377,2254700
6/13/2019,135.130005,136.270004,135.089996,135.759995,134.179016,2955300
6/14/2019,135.440002,135.880005,134.429993,135.149994,133.576111,2193300
6/17/2019,135.389999,136.029999,134.699997,134.949997,133.378448,2194100
6/18/2019,135.199997,137.190002,135.199997,136.380005,134.791794,2914700
6/19/2019,136.429993,138.360001,136.240005,137.080002,135.483643,2382400
6/20/2019,138.929993,139.539993,138.199997,138.850006,137.233032,3071000
6/21/2019,138.440002,139.539993,138.389999,139.199997,137.578949,5288700
6/24/2019,139.199997,140.149994,139.050003,139.350006,137.727219,2186000
6/25/2019,139.460007,139.550003,138.130005,138.360001,136.748734,2801200
6/26/2019,138.869995,139.679993,138.410004,138.520004,136.906876,2284600
6/27/2019,138.720001,139.300003,137.949997,138.520004,136.906876,2149800
6/28/2019,138.570007,139.139999,137.839996,137.899994,136.294083,6153900
7/1/2019,139.600006,141.490005,139.279999,139.880005,138.251038,3377700
7/2/2019,139.75,140.429993,139.470001,140.220001,138.587082,2409700
7/3/2019,140.720001,141.820007,140.429993,141.539993,139.891693,1930400
7/5/2019,140.869995,141.490005,139.910004,141.380005,139.733566,2134700
7/8/2019,141.050003,141.289993,140.270004,140.570007,138.933014,2395300
7/9/2019,140.610001,140.990005,139.130005,139.330002,137.707443,3365200
7/10/2019,140,141.910004,139.789993,140.470001,138.834167,2513900
7/11/2019,140.789993,141.580002,140.300003,141.240005,139.5952,2132900
7/12/2019,141.919998,142.919998,141.660004,142.740005,141.077728,2786200
7/15/2019,142.889999,143.509995,142.119995,143.320007,141.650986,2368300
7/16/2019,143.169998,144.039993,143.020004,143.529999,141.858536,3474700
7/17/2019,143.610001,143.800003,141.949997,143.070007,141.4039,6064300
7/18/2019,142.5,150.309998,142.199997,149.630005,147.887497,12692600
7/19/2019,149.960007,151.580002,149.550003,149.679993,147.936905,7290700
7/22/2019,150.160004,151.940002,149.699997,149.740005,147.996216,4092600
7/23/2019,150.570007,150.720001,148.380005,150.380005,148.628769,3742200
7/24/2019,150.119995,151.449997,149.199997,150.029999,148.282837,2952400
7/25/2019,149.820007,150.619995,148.610001,150.389999,148.638641,3102100
7/26/2019,151,151.410004,150.100006,151.360001,149.597351,2904300
7/29/2019,151.110001,151.479996,150.320007,150.880005,149.12294,2075500
7/30/2019,150,150.399994,149.220001,149.770004,148.025864,2632700
7/31/2019,149.699997,150.179993,146.389999,148.240005,146.513687,3722900
8/1/2019,148.899994,152.820007,148.5,150.320007,148.569458,6344000
8/2/2019,149.029999,152.949997,145.589996,147.25,145.535202,8101700
8/5/2019,144.979996,145.100006,139.149994,140.759995,139.120789,7114900
8/6/2019,142.029999,142.470001,139.309998,140.729996,139.091141,5070700
8/7/2019,138.740005,139.580002,136.410004,139.110001,137.490005,5931900
8/8/2019,138.449997,140.419998,137.759995,140.100006,140.100006,5261100
8/9/2019,139.270004,139.309998,135.350006,136.130005,136.130005,5244600
8/12/2019,135.660004,135.869995,133.179993,133.669998,133.669998,4083900
8/13/2019,133.800003,136.570007,132.809998,135.789993,135.789993,4522100
8/14/2019,133.910004,134.160004,130.979996,131.25,131.25,5114200
8/15/2019,131.220001,132.369995,130.25,131.919998,131.919998,3738900
8/16/2019,133.039993,134.589996,132.949997,133.759995,133.759995,3012000
8/19/2019,134.880005,136.330002,134.880005,135.039993,135.039993,3165100
8/20/2019,135.240005,135.279999,132.809998,133,133,3018600
8/21/2019,134.960007,135.940002,133.800003,134.25,134.25,2805700
8/22/2019,134.690002,135.679993,133.809998,134.320007,134.320007,2694900
8/23/2019,133.630005,134.259995,128.830002,129.570007,129.570007,4818400
8/26/2019,131.050003,131.300003,129.160004,129.990005,129.990005,2833900
8/27/2019,131.199997,131.699997,130.309998,131.169998,131.169998,4728000
8/28/2019,130.440002,132.889999,130.039993,132.759995,132.759995,2713600
8/29/2019,134.179993,135.690002,134.039993,134.880005,134.880005,2971800
8/30/2019,135.580002,136.070007,134.360001,135.529999,135.529999,2960600
9/3/2019,134.850006,134.899994,133.330002,134.100006,134.100006,2827900
9/4/2019,135.710007,136.429993,135.149994,136.320007,136.320007,2247900
9/5/2019,138.300003,141.699997,138.050003,140.970001,140.970001,5011600
9/6/2019,141.520004,141.529999,140.460007,140.570007,140.570007,2576800
9/9/2019,140.589996,143.020004,140.460007,142.600006,142.600006,4226600
9/10/2019,143,145.460007,142.960007,145.050003,145.050003,4979700
9/11/2019,144.850006,145.119995,142.710007,143.600006,143.600006,3869700
9/12/2019,144.029999,144.039993,141.880005,143.619995,143.619995,2505400
9/13/2019,144.320007,144.649994,143.259995,143.669998,143.669998,2206600
9/16/2019,142.559998,143.639999,142.270004,142.479996,142.479996,1928500
9/17/2019,142.479996,142.479996,140.660004,142.199997,142.199997,2933200
9/18/2019,142.050003,142.300003,140.509995,142.220001,142.220001,1983600
9/19/2019,142.460007,145.029999,142.449997,142.970001,142.970001,3089900
9/20/2019,143.25,143.830002,141.820007,141.880005,141.880005,5193400
9/23/2019,141.190002,142.220001,140.559998,142.070007,142.070007,1817900
9/24/2019,142.5,142.889999,141.070007,141.679993,141.679993,3231600
9/25/2019,141.740005,143.630005,140.860001,143.160004,143.160004,2526700
9/26/2019,143.169998,143.880005,141.410004,143.550003,143.550003,2309800
9/27/2019,144.410004,145.089996,142.380005,143.240005,143.240005,2356800
9/30/2019,143.729996,146.570007,143.729996,145.419998,145.419998,3988400
10/1/2019,145.589996,147.350006,143.539993,143.660004,143.660004,2960800
10/2/2019,142.190002,142.270004,140.570007,141.690002,141.690002,3340800
10/3/2019,141.619995,142.070007,139.179993,142.020004,142.020004,2928800
10/4/2019,142.059998,143.059998,141.029999,142.990005,142.990005,2413600
10/7/2019,142.259995,142.699997,141.220001,141.279999,141.279999,2426500
10/8/2019,140.240005,140.470001,138.25,138.380005,138.380005,3225400
10/9/2019,139.770004,140.330002,138.789993,139.669998,139.669998,2620800
10/10/2019,139.770004,141.779999,139.559998,141.130005,141.130005,2593700
10/11/2019,142.770004,144.5,142.610001,142.759995,142.759995,2996800
10/14/2019,142.309998,142.429993,141.320007,142.039993,142.039993,2309500
10/15/2019,142.539993,143.720001,141.809998,143,143,3025500
10/16/2019,142.490005,142.949997,141.389999,142.110001,142.110001,5332600
10/17/2019,135,136,132.910004,134.259995,134.259995,15759800
10/18/2019,134.220001,134.490005,132.25,134.089996,134.089996,7177500
